job_title,company,location,job_description
Data Analyst,Saras Analytics,,"About the job Role Overview The Web/Data Analyst supports data-driven decision-making across digital platforms by analyzing user behavior, experimentation outcomes, and campaign performance. The role partners closely with product, marketing, and design teams to generate actionable insights that improve user experience, engagement, and conversion. This position plays a key role in translating complex digital data into clear, business-relevant recommendations. Responsibilities Analyze A/B test results and user engagement metrics to evaluate digital performance and optimization opportunities Track key website and campaign performance indicators and identify trends, anomalies, and improvement areas Build and maintain performance reports and dashboards for stakeholders Collaborate with product, marketing, and design teams to support UX and conversion optimization initiatives Perform basic statistical analysis to validate insights and experiment outcomes Support data extraction, validation, and analysis from centralized data platforms Communicate insights clearly through presentations, reports, and discussions with stakeholders Candidate Qualifications Relevant experience of 2-5 yrs. Experience in web or digital analytics within a product or data-driven environment Strong analytical skills with hands-on experience in A/B testing and user behavior analysis Working knowledge of data querying, spreadsheet-based analysis, and data visualization Basic understanding of statistical concepts and modeling techniques Exposure to scripting or analytical programming for data analysis Strong communication skills with the ability to translate data into actionable insights Experience in gaming, betting, or high-traffic digital platforms is an added advantage but not mandatory Earn certifications in these skills Learn Business Communication Learn Business Analytics Learn SAS Programming Learn SQL for Data Analytics Learn Power BI Learn Clinical Trial Analysis & Reporting Learn Natural Language Processing Learn Data Science Learn Python Learn AI in Data Science + 3 more skills Who can apply Only those candidates can apply who: 1. have minimum 2 years of experience Salary Probation: Duration: Salary during probation: After probation: Annual CTC: Competitive salary Number of openings 1 Editor’s note Information above is Internshala's interpretation and paraphrasing of what we found on the shared link. Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Data Analyst - Fresher,StatusNeo,,"About the job We are hiring for Data Analyst Location ; India (Remote) 1 year experience Company Description StatusNeo is a global consulting firm specializing in AI, automation, and cloud-first digital solutions, empowering businesses to achieve transformation. Renowned for their expertise in product and platform engineering, the company delivers exceptional user experiences through cutting-edge design and functionality. StatusNeo fosters innovation, collaboration, and excellence, earning recognition as a certified Great Place to Work. By joining StatusNeo, youll be part of a dynamic environment dedicated to delivering remarkable results. Role Description We are seeking a motivated Data Analyst to join our analytics team. With approximately 1 year of experience, you'll help transform data into actionable insights that drive business decisions. This role offers excellent growth opportunities and hands-on experience with diverse datasets and analytical tools. Qualifications Bachelor's degree in Data Science, Statistics, Mathematics, Computer Science, Economics, or related field 0-1 years of experience in data analysis or related role Strong proficiency in Microsoft Excel (pivot tables, VLOOKUP, formulas) Working knowledge of SQL for querying databases Experience with data visualization tools (Power BI, Tableau, or similar) Basic understanding of statistical concepts and methods Ability to interpret data and translate findings into business recommendations Strong analytical and problem-solving skills Excellent attention to detail and accuracy Good written and verbal communication skills Ability to work independently and manage multiple tasks Why Build Your Career With Us? Competitive compensation and benefits designed to reward your contributions Worklife balance supported by flexible policies and a positive culture Collaborate with leading global tech companies on impactful projects Accelerate your professional growth with continuous learning and career development opportunities Be part of a thriving community in the fastgrowing tech industry Earn certifications in these skills Learn SAS Programming Learn SQL for Data Analytics Learn Power BI Learn Clinical Trial Analysis & Reporting Learn Business Analytics Learn Natural Language Processing Learn Data Science Learn Python Learn AI in Data Science + 2 more skills Salary Probation: Duration: Salary during probation: After probation: Annual CTC: Competitive salary Number of openings 1 Editor’s note Information above is Internshala's interpretation and paraphrasing of what we found on the shared link. Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Data Analyst,Infinit-O,,"About the job We are looking for a skilled Data Analyst to join our Technology team. The ideal candidate will be strong in SQL, Power BI, and Microsoft Fabric, with the ability to turn data into clear insights that support business decisions. Key Responsibilities: Translate business questions into analytical problems and define KPIs and metrics. Build and maintain Power BI dashboards using DAX and Power Query (M). Work with Microsoft Fabric (Lakehouse, pipelines, semantic models) and follow DP-600 standards.  Automate report refreshes, alerts, and data workflows using Power BI Service/Fabric. Ensure data quality through validation, cleaning, and governance practices. Document data dictionaries, transformation logic, and dashboard guides. Collaborate with business stakeholders for requirement gathering and storytelling with data. Work closely with data engineering/automation teams for optimized data models. Analyze large datasets to identify trends, patterns, and actionable insights. Leverage AI/ML models for predictions, pattern detection, and advanced analytics when required.  Mentor junior data analysts and support them in reporting, analysis, and best practices. Key Skills: Power BI (Power Query, DAX), data modelling. SQL (advanced querying and optimization). Microsoft Fabric experience. Strong analytical thinking and business domain understanding. Basic knowledge of AI/ML concepts and ability to work with prebuilt or simple ML models. Data visualization & communication skills. Ability to prioritize and work in a fast-paced environment. Qualifications: Bachelors degree in Data Science, Computer Science, Statistics, or related field. Proven experience as a Data Analyst (2+ years of experience). DP-600 certification (mandatory). Experience with data warehousing is a plus. Exposure to AI/ML tools, models, or frameworks is an added advantage. Salary Range: 5-7 LPA Note: Please apply only if you are DP- 600 certified. Earn certifications in these skills Learn SAS Programming Learn SQL for Data Analytics Learn Power BI Learn Clinical Trial Analysis & Reporting Learn Business Analytics Learn Natural Language Processing Learn Data Science Learn Python Learn AI in Data Science + 2 more skills Who can apply Only those candidates can apply who: 1. have minimum 2 years of experience Salary Probation: Duration: Salary during probation: After probation: Annual CTC: Competitive salary Number of openings 1 Editor’s note Information above is Internshala's interpretation and paraphrasing of what we found on the shared link. Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Data Analyst - Fresher,EaseMyTrip.com,,"About the job About the Role As a Data Analyst at EaseMyTrip.com, you will be crucial in analyzing travel data to drive business insights and decisions. Your role involves harnessing large sets of data to identify trends, forecast demand, and optimize our services to enhance customer satisfaction. You will collaborate closely with various departments, including marketing, sales, and customer service, to support our mission of delivering exceptional travel experiences. This position is key to driving data-driven strategies that improve our operational efficiency and market positioning. Role & Responsibilities Data Collection and Management: Gather data from multiple sources, ensuring accuracy and integrity in data handling. Statistical Analysis: Apply statistical techniques to analyze data and generate useful business insights. Trend Identification: Identify patterns and trends in complex data sets to aid in prediction and decision-making processes. Reporting: Develop regular reports on key metrics for internal teams to monitor and analyze business performance. Data Visualization: Create effective charts, graphs, and dashboards to represent data visually for easier comprehension and presentation. Collaborative Analysis: Work with cross-functional teams to address business challenges and identify data-driven solutions. Performance Monitoring: Track the effectiveness of data-driven initiatives and recommend improvements based on outcomes. Advanced Analytics: Use advanced analytic techniques such as machine learning or predictive modeling to enhance business forecasts and strategies. Database Management: Maintain databases, ensuring both the security of sensitive data and the accessibility for user queries. Ad Hoc Analysis: Perform ad hoc analysis as needed to assist with urgent business decisions or strategic planning. Preferred Candidate Profile Analytical Skills: Strong background in statistical analysis, data interpretation, and turning data into actionable insights. Technical Proficiency: Proficient with SQL databases, Python or R, and data visualization tools such as Tableau or PowerBI. Experience with Big Data: Familiarity with big data technologies and frameworks, including Hadoop or Spark. Detail-Oriented: Ability to meticulously analyze complex data while maintaining accuracy and focus on minute details. Problem-Solving: Excellent problem-solving skills to identify solutions based on data analysis. Communication Skills: Strong ability to communicate complex data in a clear and effective manner to non-technical stakeholders. Educational Background: Preferably a degree in Statistics, Mathematics, Computer Science, or a related field. Project Management: Experience in managing projects, including planning, executing, and tracking analytics projects. Team Collaboration: Ability to work effectively in team environments, collaborating with both technical and non-technical team members. Industry Knowledge: Knowledge of the travel industry is a plus, with an understanding of its data sources and key performance metrics. Earn certifications in these skills Learn SAS Programming Learn SQL for Data Analytics Learn Power BI Learn Clinical Trial Analysis & Reporting Learn Business Analytics Learn Natural Language Processing Learn Data Science Learn Python Learn AI in Data Science + 2 more skills Salary Probation: Duration: Salary during probation: After probation: Annual CTC: Competitive salary Number of openings 1 Editor’s note Information above is Internshala's interpretation and paraphrasing of what we found on the shared link. Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Data Analyst - Fresher,Raghav Anand,,"About the job Key responsibilities: 1. Develop new tools using state-of-the-art technologies and techniques (Python and data science) and support others in the research and product development group on these technologies 2. Carry out backtesting, research, and analysis of equity factor-based strategies using historical market data and Barra factor models, and portfolio construction tools 3. Employ logic and mathematical/programming tools to tackle abstract financial problems 4. Handle big data modeling and database management Skill(s) required C++ Programming Data Science MS-Excel MS-Office Python Stock Trading Earn certifications in these skills Learn C++ Programming Learn Data Science Learn MS-Excel Learn Python Learn Stocks and Trading Other requirements 1. Should have well-developed hands-on analytical and quantitative skills (e.g., time series and cross-sectional analysis) 2. Should have excellent MS Office skills, and advanced programming skills in at least one supported statistical programming environment (Python, SQL, MATLAB, SAS, S-PLUS, or R (used for statistical analysis)) 3. Basic knowledge about the stock market and the derivatives segment will be an added benefit Salary Probation: Duration: 6 months Salary during probation: ₹10,000 - 20,000 /month (only for freshers) After probation: Annual CTC: ₹ 2,00,000 - 5,80,000 /year Annual CTC breakup: 1. Fixed pay: ₹ 1,80,000 /year 2. Variable pay: ₹ 20,000 /year Perks Informal dress code 5 days a week Free snacks & beverages Cab/Transportation facility Number of openings 2 About Raghav Anand LinkedIn profile I am an algorithmic trader, currently trading in the Indian stock markets. Currently, I am working on getting more algos developed for trading. Activity on Internshala Hiring since October 2021 7 opportunities posted 2 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Data Analyst,Water Town Swim School,,"About the job Key responsibilities: 1. Extract, clean, and analyze data from primary and secondary sources using SQL and basic data processing tools 2. Use SQL and BI tools (Power BI, Tableau, Excel) to develop dashboards and reports for internal teams and client-facing use 3. Identify trends, patterns, and anomalies in large datasets to support decision-making 4. Develop and optimize KPIs, performance dashboards, and tracking frameworks 5. Conduct exploratory, predictive, and prescriptive analysis for ongoing business initiatives 6. Create clear and interactive data visualizations using Tableau, Power BI, or Python tools 7. Translate analytical findings into digestible reports for stakeholders across departments 8. Deliver both scheduled and ad hoc reports based on business needs 9. Analyze user behavior and product engagement to identify areas of improvement 10. Support product teams with A/B testing and impact assessments of new features 11. Collaborate on data needs during development cycles and for live-service updates 12. Assist in evaluating marketing campaign performance through CPA, conversion, and engagement analysis 13. Analyze customer journey data to determine acquisition and retention drivers 14. Help define customer segments and behavioral patterns to inform business strategies 15. Support the development and optimization of data systems and pipelines 16. Work with data engineering teams to ensure data accuracy and availability 17. Assist in maintaining documentation, including data dictionaries and catalogs 18. Become a subject matter expert in company data to support internal teams 19. Work cross-functionally to ensure alignment between analytics and business needs 20. Present insights and recommendations clearly to stakeholders and leadership 21. Identify potential clients by researching and applying to job listings on platforms like Indeed 22. Submit customized applications and bids via the designated company email funnels 23. Track and manage all client outreach efforts and follow-ups 24. Serve as the initial point of contact for incoming clients post-application 25. Manage ongoing client course loads and coordinate service delivery across internal teams once clients are onboarded 26. Ensure that each client's requirements are clearly understood, documented, and met throughout the service lifecycle 27. Communicate regularly with clients regarding performance, insights, and service adjustments Skill(s) required Algorithms Amazon Web Services (AWS) Analytical Thinking AWS CloudFormation Cloud Computing Critical thinking Data Analysis Data Analytics Database Management System (DBMS) Database Testing Google Analytics HTML Microsoft Azure MS SQL Server Power BI Python Search Engine Optimization (SEO) SQL Tableau Earn certifications in these skills Learn Algorithms Learn Amazon Web Services (AWS) Learn AWS CloudFormation Learn Cloud Computing Learn Data Analytics Learn Google Analytics Learn HTML Learn MS SQL Server Learn Power BI Learn Python Learn SEO Learn SQL + 5 more skills Who can apply Only those candidates can apply who: 1. have minimum 1 years of experience Other requirements 1. Possess 2+ years of professional experience in a data analysis, business intelligence, or related role 2. Hold a Bachelor’s degree in Data Science, Statistics, Computer Science, Business, or a related field 3. Demonstrate proficiency in SQL and experience working with relational databases such as MySQL or PostgreSQL 4. Work with BI tools such as Tableau, Power BI, or Python-based dashboards 5. Apply strong analytical and problem-solving skills with attention to detail 6. Exhibit excellent written and verbal communication skills 7. Gain experience in client-facing roles, outreach, or business development functions 8. Conduct A/B testing, marketing analytics, or product analytics 9. Utilize Python or R for statistical analysis 10. Work with cloud platforms such as Azure, AWS, or GCP 11. Understand data warehousing concepts and ETL processes 12. Adhere to data governance and compliance standards Salary Probation: Duration: Salary during probation: After probation: Annual CTC: ₹ 2,00,000 - 5,00,000 /year Perks Health Insurance Number of openings 2 About Water Town Swim School Water Town Swim School specializes in swim lessons for children from 4 months to 4 years old. We do not view swimming solely as a sport of getting from point A to point B, but rather as one of the best ways to maximize a child's potential. Research has proven that early swim lessons help a child develop physically, mentally, intellectually, and even socially. Activity on Internshala Hiring since April 2017 183 opportunities posted 9 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Data Analyst - Fresher,"Peroptyx (Castlebar, Ireland)",,"About the job Key responsibilities: 1. Provide ground truth for mapping data specific to your town, city, or country 2. Review digital mapping application data to ensure accuracy 3. Validate navigation routes to confirm they are accurate and safe 4. Verify the correctness of business names and opening hours 5. Check distance accuracy from starting points to end destinations 6. Enhance user experience through precise and reliable map data 7. Plan work around a flexible schedule, including weekends or late evenings 8. Perform research to validate and improve mapping data Additional information: 1. Work up to 20 hours per week 2. Earn a competitive rate of pay 3. Develop and refine research skills 4. Avoid long commutes 5. Work from the comfort of your home office 6. Enjoy flexible working hours based on your schedule Skill(s) required Data Analysis English Proficiency (Written) Map Study Research and Analytics Earn certifications in these skills Learn Business Communication Learn Research and Analytics Learn Business Analytics Learn SAS Programming Learn SQL for Data Analytics Learn Power BI Learn Clinical Trial Analysis & Reporting Learn Natural Language Processing Learn Data Science Learn Python Learn AI in Data Science + 4 more skills Other requirements 1. Access a laptop or computer to complete tasks 2. Use a logon account that is unique to you 3. Maintain an up-to-date antivirus solution with regular scans 4. Ensure only one member per household applies 5. Cover all product and software costs independently 6. Be fluent in English 7. Possess excellent research skills 8. Demonstrate strong local knowledge of India 9. Show a good understanding of Indian geography and culture 10. Exhibit an analytical mindset 11. Reside in India for at least 5 consecutive years 12. Pass an online open-book exam demonstrating understanding of the required material 13. Be willing to work a minimum of 10 hours and up to 20 hours per week based on task availability 14. Have working knowledge of search engines, map applications, and social media platforms 15. Show strong ability to learn and apply varied instructions 16. Complete all work independently 17. Experience with PIN codes on the India Post website (www.indiapost.gov.in) and street view applications is required Salary Probation: Duration: Salary during probation: After probation: Annual CTC: ₹ 3,60,000 - 7,00,000 /year Number of openings 20 About Peroptyx (Castlebar, Ireland) Website Peroptyx is a provider of location-based machine learning (ML) training data and model evaluation solutions to leading global consumer technology brands. Customers benefit from unique data security and identity innovations that minimize bias and errors in ML training data and model evaluation solutions delivered from 26 countries. The Peroptyx platform integrates personalized authentication, onboarding, use-case education, performance analytics, and compensation experiences for its global community of domain expert data analysts - who ensure Peroptyx always delivers higher quality training data and feedback to accelerate ML model performance improvement. Peroptyx data annotation and model evaluation solutions are designed for product and data science leaders who place high fidelity, location-based training data at the heart of their AI. Activity on Internshala Hiring since October 2024 104 opportunities posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Data Analyst,AI Certs,,"About the job Key responsibilities: 1. Extract, clean, and analyze data from HubSpot CRM to identify trends, user engagement patterns, and revenue opportunities. 2 Develop and maintain Power BI dashboards to visualize key business metrics, including: Lead funnel and conversion tracking Sales pipeline performance Marketing campaign effectiveness Certification program uptake and trends 3. Prepare daily, weekly, and monthly MIS and executive reports using Excel and Power BI. 4. Perform ad-hoc data analysis to support decision-making across departments. 5. Translate complex data into clear insights and recommendations to help optimize processes and strategies. 6. Ensure data quality and integrity across datasets and reporting tools. 7. Collaborate with cross-functional teams to define KPIs and build scalable reporting frameworks. Skill(s) required Data Analytics Earn certifications in these skills Learn Data Analytics Who can apply Only those candidates can apply who: 1. have minimum 1 years of experience Other requirements 1. Proven experience with HubSpot CRM, including report generation and analytics. 2. Strong expertise in Power BI, including data modeling, DAX, and visualization best practices. 3. Advanced proficiency in Microsoft Office, especially Excel (pivot tables, VLOOKUP/XLOOKUP, Power Query). 4. Excellent analytical, problem-solving, and organizational skills. 5. Strong verbal and written communication skills to present insights effectively. 6. Comfortable working independently in a remote setting and collaborating virtually across teams. Salary Probation: Duration: Salary during probation: After probation: Annual CTC: ₹ 3,00,000 - 4,00,000 /year Number of openings 2 About AI Certs At AI Certs, our mission is to certify and empower 1 billion individuals with premier AI and blockchain certifications, shaping the future of these transformative industries. As a global edtech organization, AI Certs    focuses on role-based certifications built on real-world application rather than theory. We are committed to making lifelong learning accessible, relevant, and credible across geographies and job functions. Through partnerships with corporations, training institutions, and academic bodies, we deliver flexible and scalable certification programs designed to equip professionals with the skills needed to excel in the evolving AI and blockchain landscape. Activity on Internshala Hiring since March 2024 201 opportunities posted 15 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Data Analyst,Digital Ipsum,,"About the job This is not about crunching numbers and sending spreadsheets. This is about telling the truth behind the numbers   turning data into clarity, clarity into confidence, and confidence into crores. As a Data Analyst at Digital Ipsum, you won't just make reports   you'll be the truth-teller, the one who shows clients how their campaigns move inventory, fill pipelines, and close showroom deals. This role is perfect for someone who loves turning chaos into clarity and believes data is not a byproduct but the driver of legacy-building growth. At Digital Ipsum, your insights won't be hidden in dashboards. They'll be celebrated in boardrooms. Key responsibilities: 1. Collect, clean, and analyze marketing and sales data to uncover growth-driving insights. 2. Build dashboards and reports that clients actually understand   numbers that tell stories. 3. Collaborate with performance, social, and sales teams to ensure campaigns are data-backed. 4. Spot inefficiencies early and recommend solutions that save clients time, money, and energy. 5. Track ROI across channels, linking campaigns directly to revenue pipelines. 6. Experiment with tools like Google Analytics, Power BI, and Tableau to push insights further. 7. Report with radical honesty   highlighting wins, but also pointing out the hidden gaps. Why Join Us: 1. Compensation: Starting salary    20,000/month (base) + performance incentives tied to impact and insights delivered. 2. Be the guardian of truth   your voice will shape strategy, not just support it. 3. Work on campaigns where data drives crore-level outcomes, not just clicks. 4. Mentorship and collaboration with leaders who value radical honesty and clarity. 5. Exposure to luxury launches, exhibitions, and client-side business data. 6. Access to cutting-edge analytics tools and an innovation-first playground. Why Digital Ipsum? Because at Digital Ipsum, data isn't a report   it's the story of growth. We're the agency that tells clients the truth, uses numbers to fuel pipelines, and transforms analytics into legacies. Here, you're not just an employee   you're a truth-teller of legacies. We don't chase vanity   we chase clarity and revenue impact. We don't bury insights   we use them to write case studies others will study. If you're ready to turn data into direction, insights into action, and numbers into legacy   this is your role. Join us at Digital Ipsum and let's shape the future of luxury marketing together. Skill(s) required Data Analysis Power BI Earn certifications in these skills Learn Power BI Learn Business Communication Learn Business Analytics Learn SAS Programming Learn SQL for Data Analytics Learn Clinical Trial Analysis & Reporting Learn Natural Language Processing Learn Data Science Learn Python Learn AI in Data Science + 3 more skills Who can apply Only those candidates can apply who: 1. have minimum 1 years of experience Other requirements 1. 1-2 years in data analytics, preferably in marketing, digital agencies, or luxury/b2b brands. 2. Strong command of Excel, SQL, Google Analytics, Power BI, or Tableau. 3. A storyteller’s mindset—able to turn raw numbers into insights that spark action. 4. Attention to detail with the discipline to double-check every dataset. 5. Curious, proactive, and constantly looking for patterns others miss. 6. Resilience under pressure—deadlines and data chaos don’t shake you. 7. A passion for linking data to real-world results—not vanity metrics. Salary Probation: Duration: Salary during probation: After probation: Annual CTC: ₹ 2,40,000 - 3,60,000 /year Number of openings 10 About Digital Ipsum Transforming an ordinary business into an extraordinary business is what we do with our innovative suite of digital marketing services. Digital Ipsum offers a wide range of services to our clients that multiply their businesses and build their strong brand identity digitally. Our services range from SEO, web development, and SMO to graphics design, video animation, and content writing. Digital Ipsum is more than just a digital marketing company, it's rather a collaborative space where our amazing team works in sync with the client to give them a personalized experience that matches their brand. Our team is made up of creative geniuses, tech wizards, and marketing gurus who work together to bring the vision of the brands to life. Day in and day out, you will not only work, but you will also learn and improve. Activity on Internshala Hiring since March 2021 1201 opportunities posted 421 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Python Developer,Binary Semantics Limited,,"About the job Dear Candidate, Greetings From Binary Semantics Ltd.!! Immediate Hiring For ""Python Developer"" - Gurgaon(WFO) Note: Kindly apply only immediate joiners or with max to max 10-15 days of notice period. Binary Semantics Limited (BSL) is a ISO 9001: 2015 & ISO 27001:2013 certified offshore development and a software services company headquartered in Gurugram. We have strong software engineering and service processes and are providing wide range of services varying from maintenance of existing applications to full life-cycle development of enterprise-wide business applications to the satisfaction of our customers since 1986. Our Robust Processes and Methodologies have been successfully tried and tested for over three decades with our clients. Our portfolio of services includes Application Engineering and Implementation, Product Engineering, Professional Consulting, IoT and Vehicle Telematics, Web Presence Enhancement, Business Intelligence & Analytics services and many more. List of our gold and silver partners and alliances includes Maplesoft, SAS, Microsoft and Oracle. Our practice area includes engineering and automotive manufacturing, personnel & compensation applications, insurance & finance etc. Company:-Binary Semantics Limited (BSL) https://www.binarysemantics.com/ Binary Semantics : Software Application Development Company Binary Semantics is Offshore Software Development, Business Analytics, Ecommerce Web Development & Mobile Application Development Services Company in India www.binarysemantics.com Job Description: Job Title: Python API Developer Experience: 2+ Years Location: Gurgaon(WFO) Employment Type: Full-time About the Role: We are seeking a skilled and enthusiastic Python API Developer with a minimum of 2 years of professional experience to join our dynamic development team. The ideal candidate will have hands-on experience with FastAPI , relational and NoSQL databases, and cloud deployments. You will be responsible for designing, developing, testing, and maintaining high-performance APIs that power our applications and services. Key Responsibilities: Design and develop robust, scalable, and secure APIs using FastAPI . Integrate with databases such as PostgreSQL , MySQL , and MongoDB . Write clean, maintainable, and well-documented code. Collaborate with front-end developers, product managers, and other stakeholders to define API requirements. Implement authentication and authorization mechanisms (OAuth2, JWT). Create and maintain API documentation using tools like Swagger/OpenAPI . Deploy and monitor APIs on cloud platforms such as AWS , GCP , or Azure . Write unit and integration tests to ensure high code quality. Optimize application performance and scalability. Follow agile development methodologies and participate in code reviews and team meetings. Required Skills & Qualifications: 2+ years of experience in Python backend development. Strong proficiency in FastAPI Solid experience with PostgreSQL , MySQL , and MongoDB . Understanding of RESTful API design principles . Experience with API documentation tools (Swagger/OpenAPI). Familiarity with cloud deployment (AWS EC2, Lambda, ECS, EKS or similar). Proficiency in version control using Git. Experience with Docker for containerization and basic knowledge of CI/CD. Familiarity with Linux-based development environments . Good understanding of security best practices for APIs. Strong problem-solving and debugging skills. Nice-to-Have Skills: Experience with Redis or other caching systems. Experience with message queues like RabbitMQ or AWS SQS . Basic understanding of microservices architecture . Experience in writing unit/integration tests using Pytest or similar frameworks. Exposure to monitoring tools like Prometheus, Grafana, or ELK stack. Educational Qualification: Bachelor's degree in Computer Science, Engineering, or related field (or equivalent practical experience). If you are interested kindly share your updated profile with the below details on juhi.khubchandani@binarysemantics.com Total Exp: Exp in Fast API: Exp in MongoDB: Exp in PostgreSQL: CTC: ECTC: NP: Location: Ready for Gurgaon(WFO): Regards, Juhi Khubchandani Talent Acquisition Binary Semantics Ltd. Earn certifications in these skills Learn VLSI Learn AI in Data Science Learn Cloud Computing Learn Embedded Systems Learn Python Learn Data Structures & Algorithms Learn Web Development Learn Web development Learn Vibe Coding Learn Git & Github Learn Software development + 4 more skills Who can apply Only those candidates can apply who: 1. have minimum 2 years of experience Salary Probation: Duration: Salary during probation: After probation: Annual CTC: Competitive salary Number of openings 1 Editor’s note Information above is Internshala's interpretation and paraphrasing of what we found on the shared link. Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Python Developer,Mafatlal Technologies,,"About the job We are looking for highly motivated and skilled Python Backend Developers to join our growing team. We have openings for two distinct experience levels: a Mid-Level Developer (2+ years of experience) and a Senior Developer (4+ years of experience) . Both roles require strong expertise in Python and the FastAPI framework. About the Role You will be responsible for designing, developing, and maintaining high-performance, scalable, and reliable backend services. A strong focus on API design, robust data modeling, and clean, efficient code is essential for success in this role. I. Mid-Level Python Backend Developer (2+ Years Experience and 4+ Years) Responsibilities Develop and implement new features and functionality for our core backend services using Python and FastAPI. Collaborate with the frontend team to define and consume RESTful APIs. Write unit and integration tests to ensure code quality and system reliability. Participate in code reviews to maintain high coding standards. Troubleshoot and resolve bugs and performance issues. Assist in the documentation of APIs and system architecture. Required Qualifications 2+ years of professional experience in backend development. Proficiency in Python and strong knowledge of the FastAPI framework. Experience with relational databases (e.g., PostgreSQL, MySQL) and ORMs (e.g., SQLAlchemy). Familiarity with containerization technologies (e.g., Docker). Solid understanding of REST principles and API design. Experience using Git for version control. Earn certifications in these skills Learn VLSI Learn AI in Data Science Learn Cloud Computing Learn Embedded Systems Learn Python Learn Data Structures & Algorithms Learn Web Development Learn Web development Learn Vibe Coding Learn Git & Github Learn Software development + 4 more skills Who can apply Only those candidates can apply who: 1. have minimum 2 years of experience Salary Probation: Duration: Salary during probation: After probation: Annual CTC: Competitive salary Number of openings 1 Editor’s note Information above is Internshala's interpretation and paraphrasing of what we found on the shared link. Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
